"id","title","style_code","description","availability","price","brand","product_type","fb_product_category","google_product_category","inventory","item_group_id","pattern","gender","link","image_link","additional_image_link","visibility","colour","size","condition","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","custom_number_0","custom_number_1","custom_number_2","custom_number_3","custom_number_4"
"WP30446","Cross At0725-3 Cross X Rollerball Pen Crimson Red With Chrome Trims","WP30446","<p>Live large with the bold new Cross X Series, the pen that tells the world you mean business. This capless rollerball pen has a modern finish, and features a powerful, wide stance with strong lines, and the iconic Cross conical top. It springs into action on demand via a dynamic patented snapopen, snapshut slide writing mechanism that extends the pen when youre ready to put ideas to paper.</p><br>","Out of stock","3925 INR","Cross","Rollerball Pens","Writing Instruments","Writing Instruments","","WP30446","solid","-","https://www.williampenn.net/product/cross-at0725-3-cross-x-rollerball-pen-crimson-red-with-chrome-trims-wp30446","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26726-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26726-1.jpg","published","-","Free Size","new","WP30446","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26726-1.jpg","-","-","-","-","-","-","-"
"WP30447","Cross At0725-4 Cross X Rollerball Pen Cobalt Blue With Chrome Trims","WP30447","<p>Live large with the bold new Cross X Series, the pen that tells the world you mean business. This capless rollerball pen has a modern finish, and features a powerful, wide stance with strong lines, and the iconic Cross conical top. It springs into action on demand via a dynamic patented snapopen, snapshut slide writing mechanism that extends the pen when youre ready to put ideas to paper.</p><br>","Out of stock","3925 INR","Cross","Rollerball Pens","Writing Instruments","Writing Instruments","","WP30447","solid","-","https://www.williampenn.net/product/cross-at0725-4-cross-x-rollerball-pen-cobalt-blue-with-chrome-trims-wp30447","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26727-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26727-1.jpg","published","-","Free Size","new","WP30447","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26727-1.jpg","-","-","-","-","-","-","-"
"WP26457","Gift Set Lapis Bard Contemporary Ballpoint Pen With Mayfair Credit Card Holder Black With Chrome Trims","WP26457","<p>Lapis Bard has put together, yet another well curated best seller set of a supremely elegant pen that is fiercely contemporary and definitively masculine and a matching minimalist wallet from their leather collection, created for maximum impact. The set is presented in a suede lined elegant gift box that will surely delight the receiver.</p><p><strong>Contemporary Black Chrome Ballpoint Pen: </p></strong><p>Finessed in a handsomely glossy black lacquer and made of highgrade aluminium, the pens body and weight remain perfectly balanced as it tapers from a square cap to a circular barrel. It is fitted with the super smooth easyFlow 9000 refill and you can expect an enjoyable writing session every time you pick up this pen. The signature blue of the brand is hinted at just below the finial. A leather pouch is provided to keep your pen looking good for a long time.</p><p><strong>Mayfair Credit Card Holder: </p></strong><p>The matching card holder made from premium leather is minimalist, sleek and will not ruin that perfect line in your tailored pocket. Created for those who choose to carry only the essentials and wish to do away with bulky wallets. With six card slots and two slip in pockets, it also makes for a perfect evening wallet.The insides of the holder are lined in Lapis Bard monogrammed jacquard silk.</p><br>","In stock","8325 INR","Lapis Bard","Ballpoint Pens","Writing Instruments","Writing Instruments","5","WP26457","solid","-","https://www.williampenn.net/product/gift-set-lapis-bard-contemporary-ballpoint-pen-with-mayfair-credit-card-holder-black-with-chrome-trims-wp26457","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/mayfair_credit_card_sleeve_gift_set_combo_2.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/mayfair_credit_card_sleeve_gift_set_combo_2.jpg","published","Black","Free Size","new","WP26457","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/mayfair_credit_card_sleeve_gift_set_combo_2.jpg","-","-","-","-","-","-","-"
"WP26823","Cross At0662-2 Coventry Ballpoint Pen Chrome With Gold Trims","WP26823","<p>The Coventry ballpoint pen impresses with its strong profile, rich sheen, and polished, contrasting appointments. This stylish writing instrument is the perfect gift for those who want to elevate their writing experience every day.</p><br>","Out of stock","2995 INR","Cross","Ballpoint Pens","Writing Instruments","Writing Instruments","","WP26823","solid","-","https://www.williampenn.net/product/cross-at0662-2-coventry-ballpoint-pen-chrome-with-gold-trims-wp26823","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26823.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26823.jpg","published","Chrome","Free Size","new","WP26823","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26823.jpg","-","-","-","-","-","-","-"
"WP26825","Cross At0662-7 Coventry Ballpoint Pen Chrome","WP26825","<p>The Coventry ballpoint pen impresses with its strong profile, rich sheen, and polished, contrasting appointments. This stylish writing instrument is the perfect gift for those who want to elevate their writing experience every day.</p><br>","Out of stock","2445 INR","Cross","Ballpoint Pens","Writing Instruments","Writing Instruments","","WP26825","solid","-","https://www.williampenn.net/product/cross-at0662-7-coventry-ballpoint-pen-chrome-wp26825","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26825.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26825.jpg","published","Chrome","Free Size","new","WP26825","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26825.jpg","-","-","-","-","-","-","-"
"WP26827","Cross At0662-6 Coventry Ballpoint Pen Black With Chrome Trims","WP26827","<p>The Coventry ballpoint pen impresses with its strong profile, rich sheen, and polished, contrasting appointments. This stylish writing instrument is the perfect gift for those who want to elevate their writing experience every day.</p><br>","Out of stock","2445 INR","Cross","Ballpoint Pens","Writing Instruments","Writing Instruments","","WP26827","solid","-","https://www.williampenn.net/product/cross-at0662-6-coventry-ballpoint-pen-black-with-chrome-trims-wp26827","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26827.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26827.jpg","published","Black","Free Size","new","WP26827","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26827.jpg","-","-","-","-","-","-","-"
"WP26899","Sailor 1911 Large Fountain Pen (21k Medium) - Maroon With Gold Trims","WP26899","<p>Sailors 1911 Large fountain pen features a screwon cap, an inscribed capband, and a 21k gold nib. Named after the companys founding year, the 1911 range was designed to showcase the standards of quality and craftsmanship that have made Sailor so well respected from the beginning. The rounded ends give the 1911 a more classic cigar shape than the Pro Gear range, and is for those who prefer a more traditional look. The pen benefits from Sailors excellent cartridgeconverter design, allowing it to be filled with bottled ink (using the provided converter) or with Sailor ink cartridges. </p><br>","Out of stock","30600 INR","Sailor","Fountain Pens","Writing Instruments","Writing Instruments","","WP26899","solid","-","https://www.williampenn.net/product/sailor-1911-large-fountain-pen-21k-medium-maroon-with-gold-trims-wp26899","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26899.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26899.jpg","published","-","Medium","new","WP26899","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26899.jpg","-","-","-","-","-","-","-"
"WP26544","Lapis Bard Sullivan Belt Gold Plated 35mm Buckle With Brogue On Two Tone Leather Strap - Deep Navy","WP26544","<p>Add a touch of Gold to your ensemble. If your day at your desk extends to an evening out, the Sullivan, with its immaculate brogue detailing and gold trims, all hallmarks of exquisite craftsmanship and skill, is pretty much unbeatable for adding a quick bit of glamour. The dual&#45;toned strap made of semi&#45;veg tanned leather and hand&#45;painted in navy blue is iconic, elegant and versatile and will complement your formal and casual ensemble. Fashioned in high quality stainless steel, the form celebrates the classic silhouette of the Lyre while being high on aesthetics and functionality. The belt is presented in a luxe Lapis Bard signature gift box.</p>","Out of stock","4250 INR","Lapis Bard","Belts","All Accessories","All Accessories","","WP26544","solid","-","https://www.williampenn.net/product/lapis-bard-sullivan-belt-gold-plated-35mm-buckle-with-brogue-on-two-tone-leather-strap-deep-navy-wp26544","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan_gold_deep_navy_leather_belt.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan_gold_deep_navy_leather_belt.jpg","published","Deep Navy","Free Size","new","WP26544","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan_gold_deep_navy_leather_belt.jpg","-","-","-","-","-","-","-"
"WP26542","Lapis Bard Sullivan Belt Satin Silver 35mm Buckle With Two Tone Leather Strap - Merlot","WP26542","<p>Drawing its inspiration from the Lyre, superior craftsmanship defines this merlot hued belt from Lapis Bard. The combination of bold merlot coloured strap with a classic stainless&#45;steel buckle in unique satin finish is incredibly stylish and uber modern. The two toned finish on leather offers an exciting and fresh alternative for people who yearn to stand out in the crowd. The classic tab integration with minimal and precise construction are the hallmarks of this belt making it striking and supremely functional. The belt is presented in a luxe Lapis Bard signature gift box.</p>","In stock","7225 INR","Lapis Bard","Belts","All Accessories","All Accessories","4","WP26542","solid","-","https://www.williampenn.net/product/lapis-bard-sullivan-belt-satin-silver-35mm-buckle-with-two-tone-leather-strap-merlot-wp26542","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan.jpg","published","Merlot","Free Size","new","WP26542","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan.jpg","-","-","-","-","-","-","-"
"WP26543","Lapis Bard Sullivan Belt Carbon Black 35mm Buckle With Two Tone Leather - Chestnut Brown","WP26543","<p>Introducing an accessory you would want to wear out of love rather than necessity. This Sullivan pairing from Lapis Bard boasts of unique carbon black finished buckle that alludes to its distinct appeal. Crafted from the finest semi&#45;veg tanned leather in Chestnut brown shade, the rich two tone finish makes it quite versatile while pairing with any ensemble. The classic tab integration with minimal and precise construction are the hallmarks of this belt making it striking and supremely functional. The silhouette of the buckle draws its inspiration from the Lyre which is also adorned on the tip of the strap. The belt is presented in a luxe Lapis Bard signature gift box.</p>","In stock","7225 INR","Lapis Bard","Belts","All Accessories","All Accessories","4","WP26543","solid","-","https://www.williampenn.net/product/lapis-bard-sullivan-belt-carbon-black-35mm-buckle-with-two-tone-leather-chestnut-brown-wp26543","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan_carbon_black_chestnut_brown_leather_belt.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb26543-a.jpg","published","Chestnut Brown","Free Size","new","WP26543","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan_carbon_black_chestnut_brown_leather_belt.jpg","-","-","-","-","-","-","-"
"WP26541","Lapis Bard Sullivan Belt Silver 35mm Buckle With Two Tone Leather Strap - Charcoal","CNFWP547","<p>Crafted from the finest semi&#45;veg tanned leather, the Sullivan, with its charcoal grey shade will be a timeless addition in the Sartorial dresser&#39;s wardrobe. The two tone on the strap and the hallmarked stainless steel buckle inspired by the Lapis Bard Lyre in silver adds a touch of elegance to any outfit. The classic tab construction with precise stitching around the strap and custom made branded chicago screw elevates the overall product experience. Grab this sophisticated accessory to enhance your style and make a versatile addition to your belt collection. The belt is presented in a luxe Lapis Bard signature gift box.</p>","In stock","7225 INR","Lapis Bard","Belts","All Accessories","All Accessories","5","CNFWP547","solid","-","https://www.williampenn.net/product/lapis-bard-sullivan-belt-silver-35mm-buckle-with-two-tone-leather-strap-charcoal-wp26541","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan-charcoal.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan-charcoal.jpg","published","Charcoal","Free Size","new","WP26541","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/sullivan-charcoal.jpg","-","-","-","-","-","-","-"
"WP26540","Lapis Bard Sullivan Belt Silver 35mm Buckle With Two Tone Leather Strap - Cognac","CNFWP547","<p>The Sullivan cognac leather belt is an essential accessory that will go perfectly with your most trendy and fashionable outfits. The belt draws its inspiration from the classic silhouette of the lyre while the leather boasts of rich colour and natural earthy tones which develops a fine patina overtime. Designed with meticulous craftsmanship, the Sullivan is made of semi&#45;veg tanned leather with fine stitching, while the buckle is made of high&#45;quality stainless steel polished to perfection, a perfect blend of luxury and utility. The belt is presented in a luxe Lapis Bard gift box.</p>","In stock","7225 INR","Lapis Bard","Belts","All Accessories","All Accessories","4","CNFWP547","solid","-","https://www.williampenn.net/product/lapis-bard-sullivan-belt-silver-35mm-buckle-with-two-tone-leather-strap-cognac-wp26540","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb26540-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb26540-1.jpg","published","Cognac","Free Size","new","WP26540","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/lb26540-1.jpg","-","-","-","-","-","-","-"
"WP26830","Zippo Lighter 49166 Ice Black","WP26830","<p>Zippos 49166 Black Ice&#174; lighter has a sleek black finish and an autoengraved design. For optimal performance, fill with Zippo lighter fluid.</p>","Out of stock","2900 INR","Zippo","Lighters","All Accessories","All Accessories","","WP26830","solid","-","https://www.williampenn.net/product/zippo-lighter-49166-ice-black-wp26830","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26830-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26830-1.jpg","published","Black","Free Size","new","WP26830","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp26830-1.jpg","-","-","-","-","-","-","-"
"WP27607","Nightingale Guru Gita Pocket Edition A6","WP27607","Antiquestyled wooden box with magnetic lock, Multicoloured rich mural artworks printed on Finest paper sourced from the Sustainable European forest, Most premium cloth cover with metal corners and Goldengilded foreedges, Swarovski crystals, Metal bookmarker<br><p><strong>Key / Unique Features: </strong></p>This Edition contains the original sanskrit verses and translation in english<br>","In stock","4453 INR","Nightingale","Collectibles","All Notebooks","All Notebooks","1","WP27607","solid","-","https://www.williampenn.net/product/nightingale-guru-gita-pocket-edition-a6-wp27607","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27607-a.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27607-a.jpg","published","wooden","Free Size","new","WP27607","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27607-a.jpg","-","-","-","-","-","-","-"
"WP27608","Nightingale Sundara Kanda Pocket Edition A6","WP27608","Antiquestyled wooden box with magnetic lock, Multicoloured rich mural artworks printed on Finest paper sourced from the Sustainable European forest, Most premium cloth cover with metal corners and Goldengilded foreedges, Swarovski crystals, Metal bookmarker<br><p><strong>Key / Unique Features: </strong></p>This edition contains the original Sanskrit verses, along with the transliation in English.<br>","In stock","4453 INR","Nightingale","Collectibles","All Notebooks","All Notebooks","1","WP27608","solid","-","https://www.williampenn.net/product/nightingale-sundara-kanda-pocket-edition-a6-wp27608","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27608-a.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27608-a.jpg","published","wooden","Free Size","new","WP27608","100","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27608-a.jpg","-","-","-","-","-","-","-"
"WP30140","Cross At0745-1 Bailey Light Rollerball Pen Black With Chrome Trims","WP30140","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1856 INR","Cross","Rollerball Pens","Writing Instruments","Writing Instruments","","WP30140","solid","-","https://www.williampenn.net/product/cross-at0745-1-bailey-light-rollerball-pen-black-with-chrome-trims-wp30140","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27570-1.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27570-1.jpg","published","Black","Free Size","new","WP30140","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27570-1.jpg","-","-","-","-","-","-","-"
"WP30134","Cross At0742-2 Bailey Light Ballpoint Pen White With Chrome Trims","CNFWP0520","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1950 INR","Cross","Ballpoint Pens","Writing Instruments","Writing Instruments","","CNFWP0520","solid","-","https://www.williampenn.net/product/cross-at0742-2-bailey-light-ballpoint-pen-white-with-chrome-trims-wp30134","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27561.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27561.jpg","published","White","Free Size","new","WP30134","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27561.jpg","-","-","-","-","-","-","-"
"WP27571","Cross At0745-2 Bailey Light Rollerball Pen White With Chrome Trims","WP27571","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1856 INR","Cross","Rollerball Pens","Writing Instruments","Writing Instruments","","WP27571","solid","-","https://www.williampenn.net/product/cross-at0745-2-bailey-light-rollerball-pen-white-with-chrome-trims-wp30141","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27571.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27571.jpg","published","White","Free Size","new","WP27571","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27571.jpg","-","-","-","-","-","-","-"
"WP30147","Cross At0746-2ms Bailey Light Fountain Pen Medium White With Chrome Trims","WP30147","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1560 INR","Cross","Fountain Pens","Writing Instruments","Writing Instruments","","WP30147","solid","-","https://www.williampenn.net/product/cross-at0746-2ms-bailey-light-fountain-pen-medium-white-with-chrome-trims-wp30147","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27581.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27581.jpg","published","-","Medium","new","WP30147","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27581.jpg","-","-","-","-","-","-","-"
"WP30148","Cross At0746-3ms Bailey Light Fountain Pen Medium Grey With Chrome Trims","WP30148","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1820 INR","Cross","Fountain Pens","Writing Instruments","Writing Instruments","","WP30148","solid","-","https://www.williampenn.net/product/cross-at0746-3ms-bailey-light-fountain-pen-medium-grey-with-chrome-trims-wp30148","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27582.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27582.jpg","published","-","Medium","new","WP30148","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27582.jpg","-","-","-","-","-","-","-"
"WP30136","Cross At0742-4 Bailey Light Ballpoint Pen Blue With Chrome Trims","CNFWP0520","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1950 INR","Cross","Ballpoint Pens","Writing Instruments","Writing Instruments","","CNFWP0520","solid","-","https://www.williampenn.net/product/cross-at0742-4-bailey-light-ballpoint-pen-blue-with-chrome-trims-wp30136","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27563.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27563.jpg","published","Blue","Free Size","new","WP30136","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27563.jpg","-","-","-","-","-","-","-"
"WP30143","Cross At0745-4 Bailey Light Rollerball Pen Blue With Chrome Trims","WP30143","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1740 INR","Cross","Rollerball Pens","Writing Instruments","Writing Instruments","","WP30143","solid","-","https://www.williampenn.net/product/cross-at0745-4-bailey-light-rollerball-pen-blue-with-chrome-trims-wp30143","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27573.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27573.jpg","published","-","Free Size","new","WP30143","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27573.jpg","-","-","-","-","-","-","-"
"WP30149","Cross At0746-4ms Bailey Light Fountain Pen Medium Blue With Chrome Trims","CNFWP0505","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1560 INR","Cross","Fountain Pens","Writing Instruments","Writing Instruments","","CNFWP0505","solid","-","https://www.williampenn.net/product/cross-at0746-4ms-bailey-light-fountain-pen-medium-blue-with-chrome-trims-wp30149","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27583.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27583.jpg","published","Blue","Medium","new","WP30149","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27583.jpg","-","-","-","-","-","-","-"
"WP30150","Cross At0746-5ms Bailey Light Fountain Pen Medium Coral With Chrome Trims","CNFWP0505","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1820 INR","Cross","Fountain Pens","Writing Instruments","Writing Instruments","","CNFWP0505","solid","-","https://www.williampenn.net/product/cross-at0746-5ms-bailey-light-fountain-pen-medium-coral-with-chrome-trims-wp30150","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27584.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27584.jpg","published","Coral","Medium","new","WP30150","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27584.jpg","-","-","-","-","-","-","-"
"WP30151","Cross At0746-6ms Bailey Light Fountain Pen Medium Teal With Chrome Trims","CNFWP0505","<p>Bailey Light is the first of its kind in the Cross collection. Crafted to our exacting standards, the design shares all the statementmaking appeal of the original metal pen, but it weighs less. To complement the new attitude of this dependable, everyday option, this glossy resin pen is offered in a fresh finish.</p><br>","Out of stock","1820 INR","Cross","Fountain Pens","Writing Instruments","Writing Instruments","","CNFWP0505","solid","-","https://www.williampenn.net/product/cross-at0746-6ms-bailey-light-fountain-pen-medium-teal-with-chrome-trims-wp30151","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27585.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27585.jpg","published","Teal","Medium","new","WP30151","0","sites/StAFxmqh5LfPz3ZQSdCh/product-images/wp27585.jpg","-","-","-","-","-","-","-"
"WP31089","Cross 8019 Rollerball Fine Gel Refill Pack Of 1 Red","WP31089","<p>A smooth alternative to the freeflowing ink of a fountain pen, with the convenience of a ballpoint. Gel ink refills are designed for use with all Cross Selectip pens and are compatible with following collections: Classic Century, Century II, Townsend, ATX, Peerless 125, Botanica, Cross X, Bailey, Edge, Calais and Beverly.</p><br>","In stock","450 INR","Cross","Inks & Refills","Writing Instruments","Writing Instruments","2","WP31089","solid","-","https://www.williampenn.net/product/cross-8019-rollerball-fine-gel-refill-pack-of-1-red-wp31089","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product_images/WP31089_1-f192759d-9b08-45bf-bb1a-c947872a7f3d.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/StAFxmqh5LfPz3ZQSdCh/product_images/WP31089_1-f192759d-9b08-45bf-bb1a-c947872a7f3d.jpg","published","-","Free Size","new","WP31089","100","sites/StAFxmqh5LfPz3ZQSdCh/product_images/WP31089_1-f192759d-9b08-45bf-bb1a-c947872a7f3d.jpg","-","-","-","-","-","-","-"
