"id","title","style_code","description","availability","price","brand","product_type","fb_product_category","google_product_category","inventory","item_group_id","pattern","gender","link","image_link","additional_image_link","visibility","colour","size","condition","percentile_availability","sub_group_percentile_availability","age_group","shipping","identifier_exists","custom_label_0","custom_label_1","custom_label_2","custom_label_3","custom_label_4","custom_number_0","custom_number_1","custom_number_2","custom_number_3","custom_number_4"
"I296115","Alpha Kicks Men Walking Shoes","GO WALK-281123","Alpha Kicks Men Walking Shoes","In stock","1299 INR","Alpha Kicks","-","men","men","1","GO WALK-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-go-walk-d-grey-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/GO WALK-D.GRY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/GO WALK-D.GRY-281123-01.jpg","","Grey","42/8","new","40","40","","","","-","-","-","-","-","-","-","-","-","-"
"I296121","Alpha Kicks Men Walking Shoes","GO WALK-281123","Alpha Kicks Men Walking Shoes","In stock","1299 INR","Alpha Kicks","-","men","men","1","GO WALK-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-go-walk-f-black-9","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/GO WALK-F.BK-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/GO WALK-F.BK-281123-01.jpg","","Black","43/9","new","40","40","","","","-","-","-","-","-","-","-","-","-","-"
"I296193","Alpha Kicks Men Sports Shoes","ZOOM 39-281123","Alpha Kicks Men Sports Shoes","In stock","1399 INR","Alpha Kicks","-","men","men","1","ZOOM 39-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-zoom-39-wht-blk-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/ZOOM 39-WHT-BK-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/ZOOM 39-WHT-BK-281123-01.jpg","","White","41/7","new","33","50","","","","-","-","-","-","-","-","-","-","-","-"
"I296199","Alpha Kicks Men Running Shoes","LOTTO-281123","Alpha Kicks Men Running Shoes","In stock","1699 INR","Alpha Kicks","-","men","men","1","LOTTO-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-lotto-e-blue-8","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LOTTO-E.BLU-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/LOTTO-E.BLU-281123-01.jpg","","Blue","42/8","new","60","60","","","","-","-","-","-","-","-","-","-","-","-"
"I296155","Alpha Kicks Men Sports Shoes","ARCH-281123","Alpha Kicks Men Sports Shoes","In stock","1499 INR","Alpha Kicks","-","men","men","3","ARCH-281123","solid","male","https://www.popularshoemart.com/product/alpha-kicks-arch-navy-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/ARCH-NVY-281123-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/ARCH-NVY-281123-01.jpg","","Navy","41/7","new","80","80","","","","-","-","-","-","-","-","-","-","-","-"
"I321460","Scarlet Women Embellished Wedges","B-2401-080424","Scarlet Women Embellished Wedges","In stock","2499 INR","Scarlet","-","brands","brands","4","B-2401-080424","solid","female","https://www.popularshoemart.com/product/scarlet-b-2401-beige-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2401-BG-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2401-BG-080424-01.jpg","published","Beige","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321454","Scarlet Women Embellished Wedges","B-2401-080424","Scarlet Women Embellished Wedges","In stock","2499 INR","Scarlet","-","brands","brands","6","B-2401-080424","solid","female","https://www.popularshoemart.com/product/scarlet-b-2401-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2401-GRY-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2401-GRY-080424-01.jpg","published","Grey","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321472","Scarlet Women Open Toe Flats","B-2402-080424","Scarlet Women Open Toe Flats","In stock","1299 INR","Scarlet","-","brands","brands","4","B-2402-080424","solid","female","https://www.popularshoemart.com/product/scarlet-b-2402-firozi-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2402-FIR-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2402-FIR-080424-01.jpg","published","Firozi","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321466","Scarlet Women Open Toe Flats","B-2402-080424","Scarlet Women Open Toe Flats","In stock","1299 INR","Scarlet","-","brands","brands","1","B-2402-080424","solid","female","https://www.popularshoemart.com/product/scarlet-b-2402-grey-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2402-GRY-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2402-GRY-080424-01.jpg","published","Grey","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321478","Scarlet Women Open Toe Flats","B-2403-080424","Scarlet Women Open Toe Flats","In stock","1399 INR","Scarlet","-","brands","brands","3","B-2403-080424","solid","female","https://www.popularshoemart.com/product/scarlet-b-2403-beige-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2403-BG-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2403-BG-080424-01.jpg","published","Beige","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321484","Scarlet Women Open Toe Flats","B-2403-080424","Scarlet Women Open Toe Flats","In stock","1399 INR","Scarlet","-","brands","brands","1","B-2403-080424","solid","female","https://www.popularshoemart.com/product/scarlet-b-2403-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2403-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2403-BLK-080424-01.jpg","published","Black","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321496","Scarlet Women Open Toe Heels","B-2404-080424","Scarlet Women Open Toe Heels","In stock","1499 INR","Scarlet","-","brands","brands","3","B-2404-080424","solid","female","https://www.popularshoemart.com/product/scarlet-b-2404-green-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2404-GRN-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2404-GRN-080424-01.jpg","published","Green","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321490","Scarlet Women Open Toe Heels","B-2404-080424","Scarlet Women Open Toe Heels","In stock","1499 INR","Scarlet","-","brands","brands","2","B-2404-080424","solid","female","https://www.popularshoemart.com/product/scarlet-b-2404-sultan-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2404-SUL-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/B-2404-SUL-080424-01.jpg","published","Sultan","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321268","Scarlet Women Embellished Wedges","MF-1-080424","Scarlet Women Embellished Wedges","In stock","2599 INR","Scarlet","-","brands","brands","1","MF-1-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-1-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-1-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-1-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321280","Scarlet Women V-strap Wedges","MF-2-080424","Scarlet Women VStrap Wedges","In stock","1999 INR","Scarlet","-","brands","brands","2","MF-2-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-2-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-2-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-2-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321286","Scarlet Women V-strap Wedges","MF-2-080424","Scarlet Women VStrap Wedges","In stock","1999 INR","Scarlet","-","brands","brands","2","MF-2-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-2-gold-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-2-GLD-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-2-GLD-080424-01.jpg","published","Gold","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321292","Scarlet Women Blocked Wedges","MF-3-080424","Scarlet Women Blocked Wedges","In stock","2299 INR","Scarlet","-","brands","brands","2","MF-3-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-3-beige-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-3-BG-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-3-BG-080424-01.jpg","published","Beige","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321298","Scarlet Women Blocked Wedges","MF-3-080424","Scarlet Women Blocked Wedges","In stock","2299 INR","Scarlet","-","brands","brands","1","MF-3-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-3-blue-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-3-BLU-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-3-BLU-080424-01.jpg","published","Blue","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321304","Scarlet Women Toe Ring Wedges","MF-4-080424","Scarlet Women Toe Ring Wedges","In stock","1999 INR","Scarlet","-","brands","brands","1","MF-4-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-4-chiku-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-4-CHI-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-4-CHI-080424-01.jpg","published","Chiku","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321310","Scarlet Women Toe Ring Wedges","MF-4-080424","Scarlet Women Toe Ring Wedges","In stock","1999 INR","Scarlet","-","brands","brands","1","MF-4-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-4-gunmetal-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-4-GM-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-4-GM-080424-01.jpg","published","Gunmetal","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321317","Scarlet Women Heeled Sandals","MF-5-080424","Scarlet Women Heeled Sandals","In stock","2499 INR","Scarlet","-","brands","brands","4","MF-5-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-5-beige-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-5-BG-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-5-BG-080424-01.jpg","published","Beige","37/7","new","91","83","","","","-","-","-","-","-","-","-","-","-","-"
"I321322","Scarlet Women Heeled Sandals","MF-5-080424","Scarlet Women Heeled Sandals","In stock","2499 INR","Scarlet","-","brands","brands","3","MF-5-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-5-grey-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-5-GRY-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-5-GRY-080424-01.jpg","published","Grey","36/6","new","91","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321334","Scarlet Women Blocked Wedges","MF-6-080424","Scarlet Women Blocked Wedges","In stock","2499 INR","Scarlet","-","brands","brands","1","MF-6-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-6-sultan-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-6-SUL-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-6-SUL-080424-01.jpg","published","Sultan","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321328","Scarlet Women Blocked Wedges","MF-6-080424","Scarlet Women Blocked Wedges","In stock","2499 INR","Scarlet","-","brands","brands","1","MF-6-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-6-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-6-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-6-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321340","Scarlet Women Toe Ring Wedges","MF-7-080424","Scarlet Women Toe Ring Wedges","In stock","2499 INR","Scarlet","-","brands","brands","3","MF-7-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-7-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-7-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-7-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321346","Scarlet Women Toe Ring Wedges","MF-7-080424","Scarlet Women Toe Ring Wedges","In stock","2499 INR","Scarlet","-","brands","brands","1","MF-7-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-7-tan-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-7-TAN-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-7-TAN-080424-01.jpg","published","Tan","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321358","Scarlet Women V-strap Heels","MF-8-080424","Scarlet Women VStrap Heels","In stock","1999 INR","Scarlet","-","brands","brands","1","MF-8-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-8-beige-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-8-BG-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-8-BG-080424-01.jpg","published","Beige","36/6","new","91","83","","","","-","-","-","-","-","-","-","-","-","-"
"I321352","Scarlet Women V-strap Heels","MF-8-080424","Scarlet Women VStrap Heels","In stock","1999 INR","Scarlet","-","brands","brands","2","MF-8-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-8-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-8-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-8-BLK-080424-01.jpg","published","Black","36/6","new","91","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321364","Scarlet Women Open-toe Wedges","MF-9-080424","Scarlet Women OpenToe Wedges","In stock","2499 INR","Scarlet","-","brands","brands","3","MF-9-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-9-beige-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-9-BG-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-9-BG-080424-01.jpg","published","Beige","36/6","new","91","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321371","Scarlet Women Open-toe Wedges","MF-9-080424","Scarlet Women OpenToe Wedges","In stock","2499 INR","Scarlet","-","brands","brands","3","MF-9-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-9-black-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-9-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-9-BLK-080424-01.jpg","published","Black","37/7","new","91","83","","","","-","-","-","-","-","-","-","-","-","-"
"I321382","Scarlet Women Ring Toe Wedges","MF-10-080424","Scarlet Women Ring Toe Wedges","In stock","2499 INR","Scarlet","-","brands","brands","2","MF-10-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-10-chiku-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-10-CHI-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-10-CHI-080424-01.jpg","published","Chiku","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321376","Scarlet Women Ring Toe Wedges","MF-10-080424","Scarlet Women Ring Toe Wedges","In stock","2499 INR","Scarlet","-","brands","brands","3","MF-10-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-10-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-10-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-10-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321388","Scarlet Women Embellished Heels","MF-11-080424","Scarlet Women Embellished Heels","In stock","1799 INR","Scarlet","-","brands","brands","2","MF-11-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-11-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-11-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-11-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321394","Scarlet Women Embellished Heels","MF-11-080424","Scarlet Women Embellished Heels","In stock","1799 INR","Scarlet","-","brands","brands","1","MF-11-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-11-gold-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-11-GLD-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-11-GLD-080424-01.jpg","published","Gold","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321406","Scarlet Women Open Toe Wedges","MF-12-080424","Scarlet Women Open Toe Wedges","In stock","1999 INR","Scarlet","-","brands","brands","1","MF-12-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-12-beige-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-12-BG-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-12-BG-080424-01.jpg","published","Beige","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321400","Scarlet Women Open Toe Wedges","MF-12-080424","Scarlet Women Open Toe Wedges","In stock","1999 INR","Scarlet","-","brands","brands","1","MF-12-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-12-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-12-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-12-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321412","Scarlet Women Multi Starp Wedges","MF-14-080424","Scarlet Women Multi Starp Wedges","In stock","1999 INR","Scarlet","-","brands","brands","2","MF-14-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-14-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-14-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-14-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321418","Scarlet Women Multi Starp Wedges","MF-14-080424","Scarlet Women Multi Starp Wedges","In stock","1999 INR","Scarlet","-","brands","brands","3","MF-14-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-14-grey-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-14-GRY-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-14-GRY-080424-01.jpg","published","Grey","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321430","Scarlet Women Open-toe Wedges","MF-15-080424","Scarlet Women OpenToe Wedges","In stock","2399 INR","Scarlet","-","brands","brands","2","MF-15-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-15-beige-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-15-BG-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-15-BG-080424-01.jpg","published","Beige","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321424","Scarlet Women Open-toe Wedges","MF-15-080424","Scarlet Women OpenToe Wedges","In stock","2399 INR","Scarlet","-","brands","brands","2","MF-15-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-15-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-15-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-15-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321436","Scarlet Women Toe Ring Wedges","MF-16-080424","Scarlet Women Toe Ring Wedges","In stock","2499 INR","Scarlet","-","brands","brands","1","MF-16-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-16-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-16-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-16-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321442","Scarlet Women Toe Ring Wedges","MF-16-080424","Scarlet Women Toe Ring Wedges","In stock","2499 INR","Scarlet","-","brands","brands","1","MF-16-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-16-chiku-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-16-CHI-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-16-CHI-080424-01.jpg","published","Chiku","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I321448","Scarlet Women Embellished Wedges","MF-17-080424","Scarlet Women Embellished Wedges","In stock","2499 INR","Scarlet","-","brands","brands","3","MF-17-080424","solid","female","https://www.popularshoemart.com/product/scarlet-mf-17-black-6","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-17-BLK-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/MF-17-BLK-080424-01.jpg","published","Black","36/6","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
"I320396","Scarlet Women Multi Starp Flats","SH-1720-080424","Scarlet Women Multi Starp Flats","In stock","1599 INR","Scarlet","-","brands","brands","1","SH-1720-080424","solid","female","https://www.popularshoemart.com/product/scarlet-sh-1720-s-green-7","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/SH-1720-S.GRN-080424-01.jpg","https://kartmax-product-live-bucket.s3.ap-south-1.amazonaws.com/sites/3pmylNkGfdV7pPbyDJsN/product-images/SH-1720-S.GRN-080424-01.jpg","published","Green","37/7","new","100","100","","","","-","-","-","-","-","-","-","-","-","-"
